nome,tipologia,tel,email,web,link1,link2,tipoticket,datamodifica,abstract,descrizione,comune,codice_istat,provincia,datainizio,datafine,foto_con_autore
Serena Autieri - LA SCIANTOSA,semplice,0803101222,info@teatromercadantealtamura.it,http://teatromercadantealtamura.it/2014/,,,pagamento,15-OTT-15,&#8220 Ho scelto un nome eccentrico&#8221 &#13 &#10 di Vincenzo Incenzo&#13 &#10 Regia Gino Landi&#13 &#10 Con Quintetto Eccentrico Italiano&#13 &#10 Produzione Engage,Sull&#8217 onda dello straordinario successo con cui &#232  stata accolta da critica e pubblico nel primo tour italiano  Serena Autieri riparte in tourn&#232 e con il suo One Woman Show &#8220 La Sciantosa &#8211  ho scelto un nome eccentrico&#8221   spettacolo scritto da Vincenzo Incenzo e diretto da Gino Landi.&#13 &#10 &#13 &#10 &#8220 Ho voluto rileggere in chiave nuova ed attuale il caffe chantant &#8211  racconta Serena &#8211  con un lavoro di ricerca e rivalutazione nel repertorio dei primi del &#8216 900  da brani pi&#249  conosciuti e coinvolgenti  quali &#8216 A tazz&#8217  e caf&#232  e Come facette mammeta sino a perle nascoste come Serenata napulitana e Chiove  oggi ascoltabili solo con il grammofono a tromba. Tra una rima recitata e una lacrima intendo riportare al pubblico quelle radici poetiche e melodiche ottocentesche e quei profumi arabi  saraceni e americani che Napoli ha ruminato e restituito al mondo nella sua inconfondibile cifra. Ho voluto fortemente mantenere il clima provocatorio e sensuale di quei Caff&#232   e ricreare in teatro quel rapporto senza rete con il pubblico  improvvisando  battibeccando  fino a coinvolgerlo spudoratamente nella &#8216 mossa&#8217   asso nella manica di tutte le sciantose&#8221 .&#13 &#10 &#13 &#10 Nasce cos&#236  ogni sera uno spettacolo nuovo e allo stesso tempo eterno. In fondo  dai tabarin ai talent show nulla &#232  cambiato  la storia de &#8220 La Sciantosa&#8221  &#232  una storia che non finir&#224  mai.,Altamura,072004,BA,27-FEB-16,27-FEB-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9600
EURIDICE E ORFEO,semplice,,,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/tipo_rassegna_5_bitonto_710.html,http://www.comune.bitonto.ba.it/,pagamento,09-NOV-15,di Valeria Parrella  musiche originali Guido Sodo  musica in scena Guido Sodo e Raffaella Gardon  spazio scenico  maschere  costumi di Tiziano Fario ,di Valeria Parrella  musiche originali Guido Sodo  musica in scena Guido Sodo e Raffaella Gardon  spazio scenico  maschere  costumi di Tiziano Fario con Michele Riondino  Federica Fracassi  Davide Compagnone  Raffaella Gardon&#13 &#10 regia e luci DAVIDE IODICE.&#13 &#10 &#13 &#10 Valeria Parrella rielabora il mito di Orfeo ed Euridice proponendone una lettura in chiave contemporanea. &#8220 Gluck  Anouilh  Cocteau per le scene  ma anche Bufalino  Pavese: ognuno ha una risposta diversa su quell&#8217 ultimo voltarsi di Orfeo  sul perche&#769  lo fa. Commovente il passaggio di Rilke  forse tratto dalla visione di un bassorilievo custodito nel Museo Archeologico di Napoli. Respexit dice la tradizione (di Virgilio nelle Bucoliche e Ovidio nelle Metamorfosi): e a questo verbo  che non ha un equivalente in italiano  perche&#769  significa &#8220 si volto&#768  indietro&#8221   ma che contiene in se&#769  anche la radice del &#8216 respectum&#8217   del rispetto  io ho dato credito e seguito  cosi&#768  come a quel bassorilievo  in cui compare un Hermes  assieme a Euridice e Orfeo. Ho scritto &#8211  conclude l&#8217 autrice &#8211  una novella che diventa un testo teatrale  una storia non realistica: piuttosto orientata alla filosofia e alla psicologia della perdita e dell&#8217 elaborazione del lutto&#8221 .,Bitonto,072011,BA,28-FEB-16,28-FEB-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10010
Bif&st Bari International Film Festival 2016 - 7^ Edizione ,rassegna,0805245430,info@bifest.it,http://www.bifest.it,,,pagamento,06-GIU-15,Per gli amanti del cinema è un appuntamento da non perdere  il Bif&st è una full immersion di proiezioni  dibattiti e lezioni di cinema in Puglia.,Benvenuti in Puglia  terra di cinema che ogni anno dal 2010 propone il Bari International Film Festival  un evento imperdibile per gli operatori di settore e per gli appassionati. Il Bif&st propone un ricco cartellone tra film in concorso  anteprime nazionali e internazionali  retrospettive  cortometraggi  documentari  mostre  seminari e una serie di eventi speciali che celebrano il cinema in tutte le sue forme di espressione. Il Bari International Film Festival  ideato da Felice Laudadio e presieduto da Ettore Scola  è promosso dalla Regione Puglia e prodotto dalla Apulia Film Commission con una giuria composta da ospiti di fama internazionale  che assegna i Premi Federico Fellini per l'eccellenza cinematografica e artistica e numerosi altri riconoscimenti. Negli otto giorni del Festival dell'edizione 2014  a Bari e nei suoi teatri sono approdati 534 artisti e oltre 70.000 persone hanno partecipato ai 330 eventi in programma tra lungometraggi  corti  documentari e iniziative speciali.  Le date della rassegna sono da ritenersi puramente indicative e saranno aggiornate non appena definite.,Bari,072006,BA,01-MAR-16,31-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=6021#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=6022
SOGNI E BISOGNI - incubi e risvegli,semplice,,,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/teatro/teatro-giordano_348.html,,pagamento,29-OTT-15,Teatro Diana Oris / Chi &#232  di Scena&#13 &#10 Vincenzo Salemme&#13 &#10 Con Nicola Acunzo  Domenico Aria  Sergio D&#8217 Auria  Andrea Di Maria  Antonio Guerriero&#13 &#10 Scritto,Teatro Diana Oris / Chi &#232  di Scena&#13 &#10 Vincenzo Salemme&#13 &#10 Con Nicola Acunzo  Domenico Aria  Sergio D&#8217 Auria  Andrea Di Maria  Antonio Guerriero&#13 &#10 Scritto e diretto VINCENZO SALEMME&#13 &#10 &#13 &#10 Ho scritto questa commedia nel 1995 con il titolo di &#8220 IO E Lui&#8221  chiaramente riferito al celebre romanzo di Moravia. E  come accade in quel romanzo  anche nella mia commedia l&#8217 intreccio narrativo ruota intorno a due personaggi: Rocco Pellecchia ed il suo &#8220 pene&#8221 . A differenza del racconto moraviano qui l&#8217 organo del sesso maschile si stacca materialmente dal corpo del suo &#8220 titolare&#8221  e diventa egli stesso uomo. Egli ritiene che la vita del grigio e mediocre Rocco mal si adatta alla grandeur del suo sottoutilizzato &#8220 tronchetto della felicit&#224 &#8221 . Si  lui ama farsi chiamare proprio cos&#236 . Il tronchetto spinge il povero Rocco a rialzare la testa e ad affrontare il futuro con orgoglio e spirito visionario. L&#8217 intreccio &#232  popolato da numerosi altri personaggi: un ispettore chiamato da Rocco a risolvere il caso  la coppia di impressionanti portieri dello stabile  la moglie appassita e avvilita di Rocco&#8230  Lo spettacolo &#232  di fortissimo impatto comico che mi permette di aprire la confezione borghese della commedia e di intrattenermi con il pubblico in sala per rispondere alle domande pi&#249  frequenti che ci facciamo sulla profondit&#224  della natura umana soprattutto nei suoi aspetti apparentemente pi&#249  semplici.&#13 &#10 &#13 &#10 Vincenzo Salemme ,Foggia,071024,FG,01-MAR-16,02-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9645
Ubuntu - Autoproduzioni culturali presenta: ANTROPOLAROID,semplice,+393394695481,associazioneculturale.ubuntu@gmail.com,https://www.facebook.com/Ubuntu-Autoproduzioni-culturali-536171716517719/,,,pagamento,26-OTT-15,Antropolaroid &#232  la fotografia di una famiglia siciliana  una polaroid umana che si snoda attraverso la voce e il corpo di Tindaro Granata  talentuoso attore vincitore di:&#13 &#10 Borsa teatrale ANNA PANCIROLLI 2010&#13 &#10 Premio ANCT 2011 &#8211  Associazione nazionale critici teatrali italiani&#13 &#10 Premio FERSEN 2012 Attore Creativo,Antropolaroid &#232  la fotografia di una famiglia siciliana  una polaroid umana che si snoda attraverso la voce e il corpo di Tindaro Granata.&#13 &#10 Le storie tramandate inconsapevolmente dai nonni di Tindaro  diventano lo spunto originalissimo e poetico per un racconto popolare in cui la famiglia  insieme alla storia di un paese  sono i protagonisti. Personaggi e voci prendono vita esclusivamente con l&#8217 aiuto del corpo dell&#8217 interprete  solo ad abitare la scena vuota.&#13 &#10 L&#8217 attore-autore si distacca dal modello originario di tradizione orale del &#8220 Cunto&#8221  senza per&#242  prescinderne  dando vita ad una lingua sconosciuta  un dialetto siciliano ricco di detti familiari  voci antiche  memorie sonore della sua terra d&#8217 origine. Senza artifici scenografici  i personaggi di Tindaro si alternano  si sommano  si rispondono  legati a un comune cordone ombelicale. Creano la storia di una famiglia italiana  in cui il male si perpetua come un&#8217 eredit&#224  misteriosa tramandata da padre in figlio  un male che si presenta ad ogni nascita e ad ogni morte.&#13 &#10 &#13 &#10 Borsa teatrale ANNA PANCIROLLI 2010&#13 &#10 Premio ANCT 2011 &#8211  Associazione nazionale critici teatrali italiani&#13 &#10 Premio FERSEN 2012 Attore Creativo&#13 &#10 &#13 &#10 Al termine dello spettacolo verr&#224  offerto un buffet di prodotti tipici per condividere tutti insieme un momento di convivialit&#224 .,Putignano,072036,BA,03-MAR-16,03-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9747
SOGNI E BISOGNI - incubi e risvegli,semplice,0883-332456 / 0883-332522 ,,http://www.teatrocurci.it,http://www.teatropubblicopugliese.it/teatro/teatro-curci_50.html,http://www.teatropubblicopugliese.it,pagamento,15-OTT-15,Teatro Diana Oris / Chi &#232  di Scena&#13 &#10 Vincenzo Salemme&#13 &#10 Con Nicola Acunzo  Domenico Aria  Sergio D&#8217 Auria  Andrea Di Maria  Antonio Guerriero&#13 &#10 Scritto,Teatro Diana Oris / Chi &#232  di Scena&#13 &#10 Vincenzo Salemme&#13 &#10 Con Nicola Acunzo  Domenico Aria  Sergio D&#8217 Auria  Andrea Di Maria  Antonio Guerriero&#13 &#10 Scritto e diretto VINCENZO SALEMME&#13 &#10 &#13 &#10 Ho scritto questa commedia nel 1995 con il titolo di &#8220 IO E Lui&#8221  chiaramente riferito al celebre romanzo di Moravia. E  come accade in quel romanzo  anche nella mia commedia l&#8217 intreccio narrativo ruota intorno a due personaggi: Rocco Pellecchia ed il suo &#8220 pene&#8221 . A differenza del racconto moraviano qui l&#8217 organo del sesso maschile si stacca materialmente dal corpo del suo &#8220 titolare&#8221  e diventa egli stesso uomo. Egli ritiene che la vita del grigio e mediocre Rocco mal si adatta alla grandeur del suo sottoutilizzato &#8220 tronchetto della felicit&#224 &#8221 . Si  lui ama farsi chiamare proprio cos&#236 . Il tronchetto spinge il povero Rocco a rialzare la testa e ad affrontare il futuro con orgoglio e spirito visionario. L&#8217 intreccio &#232  popolato da numerosi altri personaggi: un ispettore chiamato da Rocco a risolvere il caso  la coppia di impressionanti portieri dello stabile  la moglie appassita e avvilita di Rocco&#8230  Lo spettacolo &#232  di fortissimo impatto comico che mi permette di aprire la confezione borghese della commedia e di intrattenermi con il pubblico in sala per rispondere alle domande pi&#249  frequenti che ci facciamo sulla profondit&#224  della natura umana soprattutto nei suoi aspetti apparentemente pi&#249  semplici.&#13 &#10 &#13 &#10 Vincenzo Salemme ,Barletta,110002,BT,04-MAR-16,06-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9479
CIRINO E MARILDA NON SI PU&#210  FARE,semplice,328.6917948,promozione@teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/stagione_rassegna/stagione-di-prosa-15-16-comune-di-bari_191.html ,,,pagamento,12-OTT-15,&#200  la storia del professor Cirino Pascarella  ritiratosi a vita solitaria in una umile pensione al settimo piano di un grigio stabile dove  la ,&#200  la storia del professor Cirino Pascarella  ritiratosi a vita solitaria in una umile pensione al settimo piano di un grigio stabile dove  la tenutaria Signora Olimpia  non fa altro che stargli attaccato alle calcagna nella speranza di rifilargli sua figlia  la zitella quarantenne Marilda. &#13 &#10 Il professore Cirino Pascarella &#232  portatore di un universo sognato pi&#249  che vissuto  una sorta di testimone solitario che sembra venire sempre da lontano e di non stare mai dove gli accade di trovarsi. E&#8217  una incantevole figura candidata ad essere completamente travolta da quel clamore  quella turbolenza di emozioni da cui ha sempre procurato di tenersi distante. In contrasto con la figura della Signora Olimpia portatrice di tutto il senso comune e popolare  totalmente incapace di decifrare i comportamenti e i modi del professore. L&#8217 interesse del professore  fino a quel momento sopito verso tutto e tutti  si ridesta per&#242  non per la povera donna da maritare ma verso un portuale  di cui ne osserva estasiato il corpo affacciandosi un giorno alla finestra. Anna Marchesini rende un finale dolce e poetico.&#13 &#10 Le musiche eseguite dal vivo da Aire de Mar sottolineano gli stacchi e le battute che spesso si inseriscono nella descrizione ironica dei personaggi. &#13 &#10 &#13 &#10 Marisa Srl&#13 &#10 Anna Marchesini&#13 &#10 Di Anna Marchesini &#13 &#10 Musiche eseguite dal vivo da AIRE DE MAR: Martin Diaz &#8211  Chitarra  Marco Collazzoni Sax &#8211  Flauto  Saverio Federici - Percussioni &#13 &#10 Abito di scena Maison Gattinoni&#13 &#10 ,Bari,072006,BA,05-MAR-16,06-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9383
MI CHIAMANO FROU FROU,semplice,,,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/teatro/teatro-verdi_45.html,,pagamento,29-OTT-15,AlephTheatre&#13 &#10 di Maria Grazia Pani  light Designer Enrico Romita  scene e costumi Giuseppe Bellini&#13 &#10 con Giusy Frallonardo  Giovanni Guarino  Paola ,AlephTheatre&#13 &#10 di Maria Grazia Pani  light Designer Enrico Romita  scene e costumi Giuseppe Bellini&#13 &#10 con Giusy Frallonardo  Giovanni Guarino  Paola Leoci  Raffaella migallo  Carlo Monopoli  Maria Grazia Pani  Desir&#232  Pappagallo&#13 &#10 regia di MARIA GRAZIA PANI&#13 &#10 &#13 &#10 Frou Frou racconta la storia di una giovane ballerina e &#8220 chanteuse&#8221  un po&#8217  svampita e ciarliera ma amabile e seducente che  pur corteggiata da uomini ricchi che la ricoprono di gioielli e pellicce  dopo varie esperienze nel mondo edulcorato dell&#8217 operetta  si innamora di un giovane fornaio. Ambientato a Parigi intorno al 1893  da &#8220 Chez Maxim&#8221   luogo di perdizione e di facili amori  &#232  dedicato al mondo della Belle &#201 poque e dell&#8217 operetta  visto come una sorta di antesignano del Burlesque  tanto in voga oggi. I protagonisti dialogano con il pubblico  coinvolgendolo nelle loro storie e rendendolo personaggio dello spettacolo e non solo semplice spettatore  riproducendo il clima del Caf&#233  Chantant.&#13 &#10 La colonna sonora &#232  composta da arie  duetti e terzetti da La Vedova Allegra  Il Pipistrello  Il Paese dei campanelli e Sangue Viennese.,San Severo,071051,FG,05-MAR-16,05-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9677
CANZONI,semplice,,,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/spettacolo/canzoni_2411.html,http://www.comune.bitonto.ba.it/,pagamento,09-NOV-15,con Fabrizio Bosso - tromba  Julian Oliver Mazzariello - pianoforte  Fabio Concato - voce,con Fabrizio Bosso - tromba  Julian Oliver Mazzariello - pianoforte  Fabio Concato - voce&#13 &#10 &#13 &#10 Un trio d'eccezione  per un incontro di grande empatia musicale: da una parte una delle pi&#249  grandi firme della musica d'autore italiana  dall'altra uno dei pi&#249  sorprendenti talenti della tromba nel panorama jazzistico con il suo pianista d&#8217 elezione. Insieme per riscoprire l'intima alchimia delle piccole cose e la straordinaria vena musicale che li accomuna tutti e tre  tra leggerezza  passione e una fusione tutta da godere. L'unione tra Bosso e Mazzariello con Concato  rappresenta molto pi&#249  di un comune ensemble musicale: &#232  un mix suggestivo  in cui l'arte dei suoni  dedita al bello  si fonde non solo con i successi del cantautore milanese  ma riscopre e rivisita quelli di altri illustri autori tra cui Lucio Dalla  Sergio Endrigo  Zucchero e altri ancora  trasformandosi in qualcosa di magico  coinvolgente e liberatorio  riuscendo a coniugare emozioni e complicit&#224   con l&#8217 unico denominatore comune della poesia.,Bitonto,072011,BA,05-MAR-16,05-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10011
PI&#217  VELOCE DI UN RAGLIO    Cada Die Teatro ,semplice,0832 242000,info@teatrokoreja.it,http://www.teatrokoreja.it/koreja/home.php,https://www.facebook.com/cantieriteatralikoreja?fref=ts,,pagamento,14-OTT-15,C&#8217 era una volta un gessaio che aveva tanti asini  magri  brutti e sporchi  mauno che era il pi&#249  brutto di tutti: storto  spelacchiato  con la coda ,C&#8217 era una volta un gessaio che aveva tanti asini  magri  brutti e sporchi  ma uno che era il pi&#249  brutto di tutti: storto  spelacchiato  con la coda scorticata e le zampe rovinate. Ma quando il suo padrone gridava: &#8220 Avanti focoso!&#8221 ...l&#8217 asino alzava la testa  abbassava le orecchie e roteando la coda partiva pi&#249  veloce d&#8217 un raglio! Mai farsi ingannare dalle apparenze  anche un asino pu&#242  avere un cuore nobile &#13 &#10 ET&#192  CONSIGLIATA&#13 &#10 5-11 anni&#13 &#10 TECNICA UTILIZZATA&#13 &#10 Teatro d&#8217 attore&#13 &#10 ,Lecce,075035,LE,06-MAR-16,06-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9579
VINCENZO SALEMME in SOGNI E BISOGNI,semplice,0803101222,info@teatromercadantealtamura.it,http://teatromercadantealtamura.it/2014/,https://twitter.com/Mercadante_Alt,https://www.facebook.com/Teatro-Mercadante-Altamura,pagamento,12-OTT-15,Incubi e risvegli&#13 &#10 &#13 &#10 di Vincenzo Salemme&#13 &#10 &#13 &#10 Regia Vincenzo Salemme&#13 &#10 &#13 &#10 Con Nicola Acunzo  Domenico Aria  Sergio D&#8217 Auria  Andrea Di Maria  Antonio Guerriero&#13 &#10 &#13 &#10 Produzione Diana Or.I.S. e Chi &#232  di scena srl,Salemme ha scritto questa commedia nel 1995 con il titolo di &#8220 IO E Lui&#8221  chiaramente riferito al celebre romanzo di Moravia. E  come accade in quel romanzo  anche nella sua commedia l&#8217 intreccio narrativo ruota intorno a due personaggi: Rocco Pellecchia ed il suo &#8220 pene&#8221 . A differenza del racconto moraviano qui l&#8217 organo del sesso maschile si stacca materialmente dal corpo del suo &#8220 titolare&#8221  e diventa egli stesso uomo. Egli ritiene che la vita del grigio e mediocre Rocco mal si adatta alla grandeur del suo sottoutilizzato &#8220 tronchetto della felicit&#224 &#8221 . Si  lui ama farsi chiamare proprio cos&#236 . Il tronchetto spinge il povero Rocco a rialzare la testa e ad affrontare il futuro con orgoglio e spirito visionario. L&#8217 intreccio &#232  popolato da numerosi altri  personaggi: un ispettore chiamato da Rocco a risolvere il caso   la coppia di impressionanti portieri dello stabile  la moglie appassita e avvilita di Rocco&#8230  &#8220 SOGNI E BISOGNI&#8221  &#232  uno spettacolo di fortissimo impatto comico che permette a Vincenzo Salemme di aprire la confezione borghese della commedia e di intrattenersi con il pubblico in sala per rispondere alle domande pi&#249  frequenti che ci facciamo sulla profondit&#224  della natura umana soprattutto nei suoi aspetti apparentemente pi&#249  semplici.,Altamura,072004,BA,07-MAR-16,08-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9410
LA BOTTEGA DEL CAFF&#200 ,semplice,080-4805080,,http://www.teatropubblicopugliese.it/teatro/teatro-verdi_69.html,http://www.teatropubblicopugliese.it,,pagamento,06-NOV-15,Compagnia BluTeatro&#13 &#10 Di Carlo Goldoni  luci Sergio Ciattaglia  scene Edoardo Aruta  Francesco Morgante  costumi Luna Peri Proto  aiuto regia Maria ,Compagnia BluTeatro&#13 &#10 Di Carlo Goldoni  luci Sergio Ciattaglia  scene Edoardo Aruta  Francesco Morgante  costumi Luna Peri Proto  aiuto regia Maria Piccolo&#13 &#10 con Viviana Altieri  Luca Bargagna  Vincenzo D'amato  Michele Lisi  Elisabetta Mandalari  Luca Mascolo  Massimo Odierna  Sara Putignano  Matteo Ramundo&#13 &#10 regia LUCA BARGAGNA&#13 &#10 &#13 &#10 La bottega del caff&#232  &#232  una commedia corale dove il protagonista assoluto &#232  la piazza  spazio pubblico che diviene luogo privato in cui le relazioni e le debolezze sono insistentemente esibite e spiate fino al parossismo. La scena &#232  essenziale fatta di linee nette e di relazioni tra il pieno e il vuoto  tra l&#8217 esterno del campiello (spazio dell&#8217 intimo) e l&#8217 interno delle case (spazio della convivialit&#224  e del vizio) il cui solo tratto evidente sono le finestre  foro da cui spiare ci&#242  che accade fuori. La costruzione drammaturgica crea l&#8217 illusione che i personaggi e gli eventi capitino per caso sotto gli occhi degli spettatori costringendoli nel ruolo del voyeur  esattamente la stessa parte che interpretano i personaggi della commedia. Non manca chi osserva attraverso lenti distorte tutto quel che accade per riportarlo poi a modo suo. Il pettegolo da bar  vittima e carnefice come gli altri  diverr&#224  il capro espiatorio della vicenda  ed &#232  attraverso la punizione inflittagli che tutti i contrasti sembreranno risolversi in una rinnovata armonia fra gli abitatori della piazza. ,Martina Franca,073013,TA,08-MAR-16,08-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9985
TERSICORE,semplice,0883-332456 / 0883-332522  ,,http://www.teatrocurci.it,http://www.teatropubblicopugliese.it/teatro/teatro-curci_50.html,http://www.teatropubblicopugliese.it,pagamento,15-OTT-15,Arte&#38 BallettO&#13 &#10 con la partecipazione di Acad&#233 mie de Danse Princesse Grace - Montecarlo  ArtEZ Dansacademie &#8211  Olanda  Ballettschule Theater Basel ,Arte&#38 BallettO&#13 &#10 con la partecipazione di Acad&#233 mie de Danse Princesse Grace - Montecarlo  ArtEZ Dansacademie &#8211  Olanda  Ballettschule Theater Basel &#8211  Svizzera  Conservatoire National Sup&#233 rieur de Musique et de Danse de Lyon &#8211  Francia  Conservatorio Superior de Danza Mar&#237 a de &#193 vila &#8211  Spagna  Hochschule f&#252 r Musik und Darstellende Kunst Frankfurt am Main &#8211  Germania  Hungarian National Ballet Academy &#8211  Ungheria  Northern Ballet Academy &#8211  Inghilterra  Palucca Hochschule f&#252 r Tanz Dresden &#8211  Germania  Royal Conservatoire of Scotland &#8211  Scozia  e la partecipazione di stelle internazionali di danza&#13 &#10 &#13 &#10 II Gal&#224  internazionale di Danza - tra promesse e realt&#224 &#13 &#10 &#13 &#10 Il Gala internazionale Tersicore  riunisce in un&#8217 unica e prestigiosa serata i migliori talenti delle pi&#249  importanti accademie ed universit&#224  internazionali di danza europee. Il programma vede l&#8217 alternarsi di soli e passi a due interpretati da giovani talenti pronti a raggiungere compagnie di danza che li hanno gi&#224  selezionati a coronamen-to di un percorso di studio professionale all&#8217 interno di tali Scuole. Titoli tratti dalla tradizione classico-accademica e lavori di danza contemporanea firmati da grandi Maestri della coreografia  creano un ideale fil rouge tra tradizione e contemporaneit&#224 . Ad affiancare queste promesse  alcune stelle internazionali presenti per l&#8217 occasione  in una vera e propria festa di danza per gli occhi e i sensi. Il gala rientra nell&#8217 ambito di Corpi in Mostra  piattaforma di alto orientamento e dif-fusione coreutica italiana  realizzata da Arte&#38 BallettO  le accademie e universit&#224  eu-ropee partner e con il sostegno del Comune di Barletta e del Teatro Pubblico Pugliese.,Barletta,110002,BT,12-MAR-16,12-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9480
I SOLISTI DEI BERLINER PHILARMONIKER - Philarmoisches String Octet Berlin,semplice,0883332456,info@culturaemusica.it,http://www.culturaemusica.it,https://www.facebook.com/asscurci,,pagamento,02-NOV-15,Uno straordinario evento in esclusiva per la Puglia: i leggendari archi dei Berliner Philarmoniker in un affascinante programma romantico da Spohr a ,Uno straordinario evento in esclusiva per la Puglia: i leggendari archi dei Berliner Philarmoniker in un affascinante programma romantico da Spohr a Mendelssohn. Grande musica internazionale nella splendida cornice e acustica del Teatro Curci di Barletta.&#13 &#10 &#13 &#10 L&#8217  Ottetto d&#8217 Archi dei Filarmonici di Berlino &#232  stato fondato nel 1994 da quattro violini due viole e due violoncelli della gloriosa Orchestra berlinese e molto rapidamente ha saputo guadagnarsi la stima e l&#8217 apprezzamento della critica e dei pubblici internazionali  grazie anche alla magica commistione di cultura dell&#8217 intimismo cameristico e di suono generosamente sinfonico.&#13 &#10 L&#8217 Ottetto &#232  stato calorosamente accolto in Europa  Giappone e Sud America  dove ha ricevuto a Buenos Aires nel 1999 il Premio della Critica Musicale come miglior complesso straniero dell&#8217 anno. Costantemente alla ricerca di un repertorio inesplorato da riproporre  l'ottetto ha inciso due cd di musiche di due grandi musicisti dell&#8217 Ottocento poco conosciuti  il russo Reinhold Gli&#232 re   e il danese Niels Gade  grande amico di Hans Christian Andersen. Entrambi i dischi hanno suscitato vivo interesse sia nella critica internazionale che nel pubblico. In Italia l&#8217 ensemble torna ogni stagione ed ha gi&#224  riscosso un notevole successo in molte citt&#224 :  a Milano per le Serate Musicali  a Torino per l&#8217 Unione Musicale   a Firenze ed Ancona per gli Amici della Musica e a Siena per l&#8217 Accademia Chigiana  e poi a Bergamo  Bologna  Pordenone  Treviso  Ravenna  Cremona.&#13 &#10 ,Barletta,110002,BT,13-MAR-16,13-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9893#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9894#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9895
KINDUR  Vita avventurosa delle pecore in Islanda - Compagnia TPO ,semplice,0832 242000,info@teatrokoreja.it,http://www.teatrokoreja.it/koreja/home.php,https://www.facebook.com/cantieriteatralikoreja?fref=ts,,pagamento,14-OTT-15,L&#8217 Islanda vista attraverso gli occhi delle sue pecore avventurose  Kindur appunto. Dal bianco dei ghiacciai all&#8217 aurora boreale  dai geyser al ,L&#8217 Islanda vista attraverso gli occhi delle sue pecore avventurose  Kindur appunto. Dal bianco dei ghiacciai all&#8217 aurora boreale  dai geyser al fragore di cascate gigantesche  tutto il territorio dell&#8217 isola &#232  pervaso da un&#8217 aura fiabesca e ogni elemento naturale sembra animato da forze misteriose. Tre danzatrici  un cuore di lana e il pubblico  invitato a far parte del grande gregge&#8230 &#13 &#10 ET&#192  CONSIGLIATA&#13 &#10 dai 5 anni&#13 &#10 TECNICA UTILIZZATA&#13 &#10 Teatro danza e tecnologia interattiva&#13 &#10 ,Lecce,075035,LE,13-MAR-16,13-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9580
